Gene Name	Prediction ID	Curated Model ID	Date Curated Model Created
DDB_G0285073	DDB0218662	DDB0234179	16-AUG-06
vps5	DDB0217073	DDB0234178	16-AUG-06
eIF2a	DDB0185936	DDB0234177	16-AUG-06
vps2B	DDB0184359	DDB0234176	16-AUG-06
vps45	DDB0188782	DDB0234175	16-AUG-06
eIF1a	DDB0204504	DDB0234174	16-AUG-06
eIF1	DDB0167763	DDB0234173	16-AUG-06
DDB_G0276245	DDB0217765	DDB0234171	15-AUG-06
gfm2	DDB0189529	DDB0234170	15-AUG-06
gfm1	DDB0201691	DDB0234169	15-AUG-06
DDB_G0288735	DDB0188084	DDB0234168	15-AUG-06
mccB	DDB0168580	DDB0234167	15-AUG-06
stlA	DDB0190208	DDB0234164	14-AUG-06
stlB	DDB0219613	DDB0234163	14-AUG-06
DDB_G0270990	DDB0216722	DDB0234155	11-AUG-06
DDB_G0289993	DDB0188674	DDB0234154	11-AUG-06
DDB_G0277477	DDB0169270	DDB0234153	11-AUG-06
uroc1	DDB0169359	DDB0234152	11-AUG-06
gcdh	DDB0185491	DDB0234151	11-AUG-06
DDB_G0282005	DDB0205082	DDB0234150	11-AUG-06
DDB_G0276065	DDB0169464	DDB0234149	11-AUG-06
mbtps2	DDB0217735	DDB0234148	11-AUG-06
mbtps1	DDB0204210	DDB0234147	11-AUG-06
DDB_G0278761	DDB0206175	DDB0234146	11-AUG-06
DDB_G0293614	DDB0192046	DDB0234145	11-AUG-06
DDB_G0286669	DDB0187085	DDB0234144	10-AUG-06
sqle	DDB0192021	DDB0234143	10-AUG-06
scfd1	DDB0188070	DDB0234142	10-AUG-06
scfd2	DDB0217946	DDB0234141	10-AUG-06
DDB_G0282017	DDB0205089	DDB0234140	10-AUG-06
DDB_G0276239	DDB0217762	DDB0234139	10-AUG-06
vps33	DDB0189239	DDB0234138	10-AUG-06
vps16	DDB0201981	DDB0234137	10-AUG-06
vps39	DDB0204705	DDB0234136	09-AUG-06
vps39	DDB0204706	DDB0234136	09-AUG-06
vps11	DDB0204454	DDB0234135	09-AUG-06
vps18	DDB0190675	DDB0234134	09-AUG-06
vps41	DDB0218852	DDB0234133	09-AUG-06
mcfY	DDB0167711	DDB0234132	08-AUG-06
mcfX	DDB0168357	DDB0234131	08-AUG-06
mcfW	DDB0219583	DDB0234130	08-AUG-06
DDB_G0294631	DDB0229797	DDB0234129	07-AUG-06
DDB_G0286603	DDB0187034	DDB0234128	07-AUG-06
nagB1	DDB0186848	DDB0234127	07-AUG-06
gnpda1	DDB0206255	DDB0234126	07-AUG-06
DDB_G0280949	DDB0218272	DDB0234120	04-AUG-06
DDB_G0277741	DDB0169369	DDB0234119	04-AUG-06
DDB_G0278807	DDB0206205	DDB0234118	04-AUG-06
ogdh	DDB0219311	DDB0234117	04-AUG-06
cand1	DDB0167539	DDB0234116	04-AUG-06
bms1l	DDB0219277	DDB0234115	04-AUG-06
agl	DDB0219237	DDB0234114	04-AUG-06
DDB_G0275415	DDB0217656	DDB0234113	04-AUG-06
eif2s2	DDB0205105	DDB0234112	03-AUG-06
mcfV	DDB0217773	DDB0234111	03-AUG-06
mcfU	DDB0204951	DDB0234110	03-AUG-06
mcfT	DDB0189480	DDB0234109	03-AUG-06
DDB_G0294629	DDB0219748	DDB0234108	03-AUG-06
DDB_G0276811	DDB0168267	DDB0234104	03-AUG-06
DDB_G0275707	DDB0202436	DDB0234103	03-AUG-06
DDB_G0280285	DDB0206491	DDB0234102	03-AUG-06
DDB_G0279251	DDB0205678	DDB0234101	03-AUG-06
ints11	DDB0204486	DDB0234100	03-AUG-06
ints9	DDB0204780	DDB0234099	03-AUG-06
ints7	DDB0186028	DDB0234098	03-AUG-06
mcfS	DDB0189148	DDB0234097	02-AUG-06
mcfR	DDB0185698	DDB0234096	02-AUG-06
mcfQ	DDB0206579	DDB0234095	02-AUG-06
DDB_G0269380	DDB0190219	DDB0234094	02-AUG-06
mcfP	DDB0184176	DDB0234093	02-AUG-06
fr1C	DDB0190940	DDB0234092	01-AUG-06
fr1B	DDB0205765	DDB0234091	01-AUG-06
fr1A	DDB0185421	DDB0234090	01-AUG-06
mcfO	DDB0218474	DDB0234089	31-JUL-06
ints4	DDB0187061	DDB0234080	28-JUL-06
dio3	DDB0202474	DDB0234079	27-JUL-06
DDB_G0273237	DDB0168130	DDB0234078	27-JUL-06
cln5	DDB0217633	DDB0234077	27-JUL-06
DDB_G0284777	DDB0186187	DDB0234076	27-JUL-06
iliN	DDB0205483	DDB0234075	27-JUL-06
ints3	DDB0189962	DDB0234074	27-JUL-06
ints1	DDB0218704	DDB0234073	27-JUL-06
ints2	DDB0216747	DDB0234072	27-JUL-06
ucpC	DDB0185907	DDB0234071	26-JUL-06
DDB_G0292524	DDB0219746	DDB0234070	26-JUL-06
DDB_G0292524	DDB0219747	DDB0234070	26-JUL-06
DDB_G0284369	DDB0215753	DDB0234069	26-JUL-06
DDB_G0284369	DDB0185973	DDB0234069	26-JUL-06
mon1	DDB0204662	DDB0234068	26-JUL-06
ap1b1	DDB0204689	DDB0234067	26-JUL-06
xpo1	DDB0183812	DDB0234066	26-JUL-06
DDB_G0279487	DDB0205796	DDB0234065	25-JUL-06
raptor	DDB0191024	DDB0234064	25-JUL-06
atp9b	DDB0216656	DDB0234063	25-JUL-06
nat10	DDB0190093	DDB0234062	25-JUL-06
pdx2	DDB0215963	DDB0234061	25-JUL-06
efa1G	DDB0185297	DDB0234059	25-JUL-06
vta1	DDB0216853	DDB0234058	25-JUL-06
vps60	DDB0187725	DDB0234057	24-JUL-06
vacC	DDB0205711	DDB0234056	24-JUL-06
DDB_G0286707	DDB0187107	DDB0234052	21-JUL-06
DDB_G0284547	DDB0218606	DDB0234051	21-JUL-06
washc5	DDB0187996	DDB0234050	21-JUL-06
DDB_G0283667	DDB0185616	DDB0234049	21-JUL-06
commd3	DDB0185679	DDB0234048	21-JUL-06
fdxr	DDB0187438	DDB0234047	21-JUL-06
DDB_G0285807	DDB0186693	DDB0234046	21-JUL-06
DDB_G0285807	DDB0186694	DDB0234046	21-JUL-06
DDB_G0286315	DDB0186924	DDB0234045	21-JUL-06
vmp1	DDB0186376	DDB0234044	21-JUL-06
DDB_G0289943	DDB0188660	DDB0234043	21-JUL-06
katA	DDB0217693	DDB0234042	21-JUL-06
swip	DDB0185464	DDB0234041	21-JUL-06
DDB_G0283055	DDB0218424	DDB0234040	21-JUL-06
DDB_G0268328	DDB0202130	DDB0234039	21-JUL-06
eIF6	DDB0203843	DDB0234038	20-JUL-06
vps4	DDB0185960	DDB0234037	19-JUL-06
vps24	DDB0186182	DDB0234036	19-JUL-06
DDB_G0283797	DDB0185680	DDB0234034	18-JUL-06
DDB_G0269482	DDB0190293	DDB0234033	18-JUL-06
vps2A	DDB0188723	DDB0234032	18-JUL-06
DDB_G0292188	DDB0219721	DDB0234031	18-JUL-06
DDB_G0292188	DDB0219721	DDB0234030	18-JUL-06
DDB_G0275033	DDB0167382	DDB0234029	18-JUL-06
vps36	DDB0205116	DDB0234028	18-JUL-06
DDB_G0269478	DDB0190290	DDB0234027	18-JUL-06
vps25	DDB0189483	DDB0234026	18-JUL-06
vps22	DDB0185415	DDB0234025	18-JUL-06
vps37	DDB0190314	DDB0234024	18-JUL-06
vps28	DDB0186436	DDB0234023	18-JUL-06
tsg101	DDB0218848	DDB0234022	17-JUL-06
act32	DDB0190345	DDB0234014	14-JUL-06
act31	DDB0190289	DDB0234013	14-JUL-06
act33	DDB0187718	DDB0234012	14-JUL-06
arpG	DDB0187629	DDB0234011	14-JUL-06
arpF	DDB0187231	DDB0234010	14-JUL-06
arpE	DDB0184033	DDB0234009	13-JUL-06
DDB_G0270636	DDB0201847	DDB0234001	06-JUL-06
DDB_G0287365	DDB0187448	DDB0234000	06-JUL-06
pzoA	DDB0218401	DDB0233999	06-JUL-06
jcdG	DDB0187500	DDB0233998	06-JUL-06
ctsB	DDB0185750	DDB0233997	06-JUL-06
cct8	DDB0217758	DDB0233996	05-JUL-06
cct6	DDB0169209	DDB0233995	05-JUL-06
cct5	DDB0204244	DDB0233994	05-JUL-06
cct4	DDB0191663	DDB0233993	05-JUL-06
cct2	DDB0183841	DDB0233992	05-JUL-06
cct3	DDB0204641	DDB0233990	05-JUL-06
DDB_G0279985	DDB0205913	DDB0233988	05-JUL-06
DDB_G0267924	DDB0189650	DDB0233987	04-JUL-06
wdr18	DDB0188039	DDB0233986	04-JUL-06
wdr12	DDB0218201	DDB0233985	04-JUL-06
wdr7	DDB0168971	DDB0233984	04-JUL-06
cln3	DDB0189280	DDB0233983	04-JUL-06
dgk	DDB0218264	DDB0233982	03-JUL-06
wdr4	DDB0203986	DDB0233974	28-JUN-06
wdr3	DDB0204874	DDB0233973	28-JUN-06
wdr13	DDB0184004	DDB0233972	28-JUN-06
exoc8	DDB0205917	DDB0233971	28-JUN-06
utp6	DDB0218175	DDB0233969	28-JUN-06
dduD	DDB0206256	DDB0233968	28-JUN-06
cepG	DDB0206211	DDB0233967	28-JUN-06
DDB_G0277203	DDB0169112	DDB0233966	28-JUN-06
DDB_G0276899	DDB0168319	DDB0233965	28-JUN-06
exoc5	DDB0219272	DDB0233963	28-JUN-06
exoc5	DDB0219271	DDB0233963	28-JUN-06
exoc4	DDB0218637	DDB0233962	28-JUN-06
exoc2	DDB0206363	DDB0233961	28-JUN-06
exoc1	DDB0218659	DDB0233960	28-JUN-06
exoc6	DDB0192210	DDB0233959	28-JUN-06
DDB_G0282593	DDB0204857	DDB0233958	27-JUN-06
nutf2	DDB0167060	DDB0233957	27-JUN-06
cepE	DDB0167169	DDB0233956	27-JUN-06
ppip5K	DDB0186099	DDB0233955	27-JUN-06
dypA-1	DDB0168077	DDB0233954	27-JUN-06
sqstm1	DDB0190801	DDB0233953	27-JUN-06
DDB_G0271288	DDB0202838	DDB0233952	27-JUN-06
atp5b	DDB0190669	DDB0233951	27-JUN-06
rabggta	DDB0190367	DDB0233950	27-JUN-06
rabggtb	DDB0188972	DDB0233949	26-JUN-06
rabggtb	DDB0219584	DDB0233949	26-JUN-06
sac1	DDB0216876	DDB0233948	26-JUN-06
DDB_G0276321	DDB0217779	DDB0233947	26-JUN-06
eif3L	DDB0168640	DDB0233946	26-JUN-06
eif3A	DDB0168641	DDB0233930	25-JUN-06
eif3B	DDB0218512	DDB0233929	24-JUN-06
exoc3	DDB0219867	DDB0233928	23-JUN-06
exoc7	DDB0217074	DDB0233927	23-JUN-06
eif3C	DDB0205040	DDB0233926	22-JUN-06
eif3E	DDB0191749	DDB0233925	22-JUN-06
eif3F	DDB0191852	DDB0233924	22-JUN-06
elmoD	DDB0218269	DDB0233923	22-JUN-06
eif3G	DDB0205840	DDB0233922	22-JUN-06
elmoB	DDB0206423	DDB0233921	22-JUN-06
elmoE	DDB0205964	DDB0233920	22-JUN-06
eif3H	DDB0204044	DDB0233918	22-JUN-06
ilvB	DDB0204389	DDB0233917	22-JUN-06
eif3J	DDB0187426	DDB0233916	22-JUN-06
DDB_G0269850	DDB0190611	DDB0233915	21-JUN-06
uduB	DDB0216598	DDB0233913	21-JUN-06
elmoA	DDB0204388	DDB0233912	21-JUN-06
elmoF	DDB0189362	DDB0233911	21-JUN-06
eif3I	DDB0186657	DDB0233910	21-JUN-06
dohh-1	DDB0167948	DDB0233909	21-JUN-06
adrm1-1	DDB0167941	DDB0233908	21-JUN-06
DDB_G0287445	DDB0219226	DDB0233907	20-JUN-06
DDB_G0268212	DDB0189869	DDB0233906	20-JUN-06
DDB_G0268064	DDB0189754	DDB0233905	20-JUN-06
elmoC	DDB0185279	DDB0233904	20-JUN-06
DDB_G0267734	DDB0189501	DDB0233903	19-JUN-06
uduA2	DDB0189496	DDB0233902	19-JUN-06
DDB_G0293620	DDB0192051	DDB0233901	19-JUN-06
cepK	DDB0191988	DDB0233900	19-JUN-06
adcA	DDB0191699	DDB0233899	19-JUN-06
DDB_G0274795	DDB0217477	DDB0233894	17-JUN-06
ppt3	DDB0191655	DDB0233893	17-JUN-06
DDB_G0268012	DDB0189717	DDB0233892	14-JUN-06
ppt2	DDB0188120	DDB0233891	13-JUN-06
ppt1	DDB0186550	DDB0233890	13-JUN-06
capB	DDB0169240	DDB0233889	13-JUN-06
mcfN	DDB0192069	DDB0233888	13-JUN-06
dlpA	DDB0216594	DDB0233887	13-JUN-06
cepA	DDB0184253	DDB0233886	13-JUN-06
ubqI	DDB0184145	DDB0233885	13-JUN-06
DDB_G0290593	DDB0188978	DDB0233884	13-JUN-06
cepC	DDB0188920	DDB0233883	13-JUN-06
DDB_G0289939	DDB0188657	DDB0233882	13-JUN-06
DDB_G0289231	DDB0188325	DDB0233881	13-JUN-06
gacB	DDB0205527	DDB0233880	13-JUN-06
gacG	DDB0185771	DDB0233879	13-JUN-06
gacK	DDB0186746	DDB0233878	13-JUN-06
mgp1	DDB0188795	DDB0233877	13-JUN-06
gacD	DDB0189216	DDB0233876	13-JUN-06
mgp2	DDB0190747	DDB0233875	13-JUN-06
mgp3	DDB0190412	DDB0233874	13-JUN-06
gacA	DDB0205417	DDB0233873	13-JUN-06
gacE	DDB0192074	DDB0233872	13-JUN-06
mgp4	DDB0218546	DDB0233871	13-JUN-06
melA	DDB0216854	DDB0233870	12-JUN-06
DDB_G0291524	DDB0183951	DDB0233869	12-JUN-06
DDB_G0289749	DDB0188558	DDB0233868	12-JUN-06
DDB_G0289439	DDB0219436	DDB0233867	12-JUN-06
DDB_G0288947	DDB0188190	DDB0233866	12-JUN-06
DDB_G0290433	DDB0188902	DDB0233865	12-JUN-06
pscA	DDB0168572	DDB0233864	12-JUN-06
rtnlc	DDB0191769	DDB0233863	12-JUN-06
DDB_G0283745	DDB0218513	DDB0233855	11-JUN-06
hfnA	DDB0218548	DDB0233854	11-JUN-06
DDB_G0283429	DDB0185515	DDB0233853	11-JUN-06
DDB_G0286593	DDB0187028	DDB0233852	11-JUN-06
DDB_G0267600	DDB0189397	DDB0233851	09-JUN-06
auh	DDB0188437	DDB0233850	07-JUN-06
gacGG	DDB0206373	DDB0233849	06-JUN-06
gacZ	DDB0190304	DDB0233848	06-JUN-06
gacI	DDB0203085	DDB0233847	06-JUN-06
gacF	DDB0167766	DDB0233846	06-JUN-06
gacC	DDB0186076	DDB0233845	06-JUN-06
gacFF	DDB0167432	DDB0233844	06-JUN-06
gacR	DDB0206172	DDB0233843	06-JUN-06
gacJ	DDB0186633	DDB0233842	06-JUN-06
gacO	DDB0189378	DDB0233841	06-JUN-06
gacHH	DDB0168644	DDB0233840	06-JUN-06
DDB_G0286511	DDB0218828	DDB0233839	06-JUN-06
DDB_G0280187	DDB0206429	DDB0233838	06-JUN-06
DDB_G0287737	DDB0187602	DDB0233837	05-JUN-06
ctsZ	DDB0185484	DDB0233836	05-JUN-06
DDB_G0267598	DDB0189396	DDB0233835	05-JUN-06
DDB_G0287741	DDB0187604	DDB0233834	05-JUN-06
DDB_G0284999	DDB0186311	DDB0233833	05-JUN-06
DDB_G0288091	DDB0187779	DDB0233832	05-JUN-06
hibch	DDB0189353	DDB0233831	05-JUN-06
DDB_G0277425	DDB0169225	DDB0233830	05-JUN-06
DDB_G0277415	DDB0169220	DDB0233829	05-JUN-06
arpH	DDB0187603	DDB0233828	05-JUN-06
DDB_G0277423	DDB0169226	DDB0233827	05-JUN-06
DDB_G0277417	DDB0169219	DDB0233826	05-JUN-06
copZa	DDB0188470	DDB0233825	05-JUN-06
dynF	DDB0189066	DDB0233815	05-JUN-06
mmgt	DDB0167859	DDB0233814	04-JUN-06
DDB_G0274813	DDB0217489	DDB0233813	02-JUN-06
dlcC	DDB0186712	DDB0233812	02-JUN-06
dlcB	DDB0217490	DDB0233811	02-JUN-06
dlcA	DDB0218620	DDB0233810	02-JUN-06
DDB_G0277137	DDB0217924	DDB0233809	01-JUN-06
DDB_G0277421	DDB0169227	DDB0233808	01-JUN-06
sympk	DDB0218593	DDB0233807	01-JUN-06
DDB_G0281193	DDB0204072	DDB0233806	01-JUN-06
DDB_G0281187	DDB0204069	DDB0233805	01-JUN-06
DDB_G0271254	DDB0202810	DDB0233804	01-JUN-06
DDB_G0281617	DDB0204563	DDB0233803	01-JUN-06
copG	DDB0188394	DDB0233801	31-MAY-06
DDB_G0292664	DDB0184511	DDB0233800	31-MAY-06
copE	DDB0189670	DDB0233799	31-MAY-06
copB2	DDB0205348	DDB0233798	31-MAY-06
copA	DDB0189693	DDB0233797	31-MAY-06
gacX	DDB0187828	DDB0233795	30-MAY-06
gacII	DDB0204400	DDB0233794	30-MAY-06
gacL	DDB0189139	DDB0233793	30-MAY-06
DDB_G0279011	DDB0215296	DDB0233792	30-MAY-06
ppa1	DDB0185935	DDB0233791	30-MAY-06
DDB_G0284263	DDB0185934	DDB0233790	30-MAY-06
gacP	DDB0215295	DDB0233789	30-MAY-06
gacH	DDB0168913	DDB0233788	30-MAY-06
gacW	DDB0188905	DDB0233787	30-MAY-06
gacS	DDB0168989	DDB0233785	30-MAY-06
gacN	DDB0205716	DDB0233784	30-MAY-06
DDB_G0281261	DDB0204117	DDB0233783	26-MAY-06
DDB_G0293724	DDB0219884	DDB0233782	26-MAY-06
DDB_G0290465	DDB0219564	DDB0233781	26-MAY-06
DDB_G0281199	DDB0204075	DDB0233780	26-MAY-06
DDB_G0281201	DDB0204076	DDB0233779	26-MAY-06
DDB_G0281613	DDB0204561	DDB0233778	26-MAY-06
phf5a	DDB0185995	DDB0233777	25-MAY-06
DDB_G0277543	DDB0217977	DDB0233776	25-MAY-06
DDB_G0286297	DDB0186914	DDB0233775	25-MAY-06
gacQ	DDB0204208	DDB0233774	25-MAY-06
orcC	DDB0216767	DDB0233773	25-MAY-06
gacU	DDB0203809	DDB0233772	25-MAY-06
rnp1B	DDB0186471	DDB0233771	25-MAY-06
DDB_G0277675	DDB0169348	DDB0233770	25-MAY-06
DDB_G0289979	DDB0219504	DDB0233769	25-MAY-06
DDB_G0291115	DDB0219647	DDB0233768	25-MAY-06
DDB_G0284243	DDB0185918	DDB0233767	25-MAY-06
DDB_G0268640	DDB0189911	DDB0233766	25-MAY-06
ints6	DDB0204322	DDB0233765	25-MAY-06
DDB_G0269006	DDB0202348	DDB0233764	25-MAY-06
nfaA	DDB0203607	DDB0233763	25-MAY-06
DDB_G0274211	DDB0167574	DDB0233762	25-MAY-06
DDB_G0281183	DDB0204066	DDB0233761	24-MAY-06
DDB_G0284177	DDB0185880	DDB0233760	24-MAY-06
DDB_G0274523	DDB0167741	DDB0233759	24-MAY-06
gacY	DDB0204640	DDB0233758	24-MAY-06
DDB_G0287335	DDB0187427	DDB0233757	24-MAY-06
c2gapB	DDB0205121	DDB0233756	24-MAY-06
DDB_G0281763	DDB0204655	DDB0233755	24-MAY-06
gacJJ	DDB0189127	DDB0233754	24-MAY-06
exosc10	DDB0203581	DDB0233752	24-MAY-06
DDB_G0282873	DDB0205004	DDB0233751	24-MAY-06
DDB_G0289053	DDB0219405	DDB0233749	24-MAY-06
spf27	DDB0218382	DDB0233748	23-MAY-06
DDB_G0279695	DDB0205991	DDB0233747	23-MAY-06
upf1	DDB0188175	DDB0233746	23-MAY-06
ccdc94	DDB0205793	DDB0233745	23-MAY-06
DDB_G0292648	DDB0184501	DDB0233744	23-MAY-06
rnf113	DDB0189602	DDB0233743	23-MAY-06
srtA	DDB0217966	DDB0233742	23-MAY-06
morg1	DDB0188535	DDB0233741	23-MAY-06
dhx9	DDB0217640	DDB0233740	23-MAY-06
thoc6	DDB0219246	DDB0233739	23-MAY-06
DDB_G0282941	DDB0185273	DDB0233732	19-MAY-06
DDB_G0276549	DDB0217806	DDB0233731	19-MAY-06
DDB_G0282943	DDB0185275	DDB0233730	19-MAY-06
DDB_G0284825	DDB0186216	DDB0233729	19-MAY-06
rapgapB	DDB0205291	DDB0233728	19-MAY-06
rapgap1	DDB0168512	DDB0233726	19-MAY-06
DDB_G0283057	DDB0218425	DDB0233725	19-MAY-06
rapgap9	DDB0185814	DDB0233724	19-MAY-06
DDB_G0283919	DDB0185742	DDB0233723	18-MAY-06
npl4	DDB0188792	DDB0233722	18-MAY-06
aplN	DDB0185956	DDB0233721	18-MAY-06
aplM	DDB0219646	DDB0233720	18-MAY-06
tgrF1	DDB0184560	DDB0233719	18-MAY-06
DDB_G0275767	DDB0202502	DDB0233717	18-MAY-06
tgrR1	DDB0202476	DDB0233716	18-MAY-06
aplB	DDB0187073	DDB0233715	18-MAY-06
DDB_G0274693	DDB0203241	DDB0233714	18-MAY-06
DDB_G0280691	DDB0206127	DDB0233713	18-MAY-06
grxA	DDB0188682	DDB0233712	17-MAY-06
DDB_G0280323	DDB0206516	DDB0233711	16-MAY-06
DDB_G0274465	DDB0167672	DDB0233710	16-MAY-06
DDB_G0272152	DDB0168767	DDB0233709	16-MAY-06
use1	DDB0218856	DDB0233708	16-MAY-06
cstf3	DDB0187069	DDB0233707	16-MAY-06
cstf2	DDB0218243	DDB0233706	15-MAY-06
cstf1	DDB0206179	DDB0233705	15-MAY-06
DDB_G0281583	DDB0204540	DDB0233704	15-MAY-06
fip1l1	DDB0188114	DDB0233703	15-MAY-06
cpsf1	DDB0204541	DDB0233702	15-MAY-06
cpsf4	DDB0190840	DDB0233701	15-MAY-06
cpsf2	DDB0191020	DDB0233700	15-MAY-06
cpsf3	DDB0217481	DDB0233696	13-MAY-06
DDB_G0284461	DDB0186020	DDB0233695	12-MAY-06
rpl18a	DDB0186729	DDB0233692	12-MAY-06
glud2	DDB0206512	DDB0233691	11-MAY-06
DDB_G0279223	DDB0205660	DDB0233690	11-MAY-06
DDB_G0275859	DDB0217691	DDB0233689	11-MAY-06
DDB_G0274657	DDB0203208	DDB0233688	11-MAY-06
yipf6	DDB0204973	DDB0233687	11-MAY-06
DDB_G0280329	DDB0206519	DDB0233686	11-MAY-06
myoH	DDB0188441	DDB0233685	11-MAY-06
DDB_G0290105	DDB0219521	DDB0233683	10-MAY-06
DDB_G0268646	DDB0189919	DDB0233682	10-MAY-06
DDB_G0268646	DDB0189918	DDB0233682	10-MAY-06
pde3	DDB0190048	DDB0233681	10-MAY-06
pde3	DDB0202340	DDB0233681	10-MAY-06
DDB_G0270450	DDB0191073	DDB0233680	10-MAY-06
nola4	DDB0204297	DDB0233679	09-MAY-06
pabpn1	DDB0217963	DDB0233678	09-MAY-06
alg7	DDB0229808	DDB0233677	09-MAY-06
DDB_G0270634	DDB0201846	DDB0233675	09-MAY-06
DDB_G0291486	DDB0183926	DDB0233674	09-MAY-06
iptB	DDB0183953	DDB0233673	08-MAY-06
iptA	DDB0169077	DDB0233672	08-MAY-06
iptC-1	DDB0217101	DDB0233671	08-MAY-06
xpo7	DDB0184235	DDB0233670	08-MAY-06
coyA	DDB0218482	DDB0233669	08-MAY-06
DDB_G0276445	DDB0167089	DDB0233663	05-MAY-06
DDB_G0267538	DDB0189354	DDB0233662	05-MAY-06
DDB_G0275571	DDB0167294	DDB0233661	05-MAY-06
eppA	DDB0218473	DDB0233660	05-MAY-06
DDB_G0278267	DDB0205330	DDB0233659	05-MAY-06
DDB_G0292148	DDB0184259	DDB0233658	05-MAY-06
DDB_G0286695	DDB0187100	DDB0233657	05-MAY-06
DDB_G0275843	DDB0202516	DDB0233656	05-MAY-06
DDB_G0275843	DDB0202517	DDB0233656	05-MAY-06
DDB_G0275843	DDB0217683	DDB0233656	05-MAY-06
DDB_G0281627	DDB0204568	DDB0233655	05-MAY-06
DDB_G0275603	DDB0167328	DDB0233654	05-MAY-06
acapB	DDB0217791	DDB0233653	04-MAY-06
acapA	DDB0205958	DDB0233652	04-MAY-06
DDB_G0290307	DDB0188830	DDB0233651	03-MAY-06
ddx1	DDB0190703	DDB0233650	03-MAY-06
DDB_G0291670	DDB0219673	DDB0233649	02-MAY-06
DDB_G0278105	DDB0204424	DDB0233648	02-MAY-06
tgrA3	DDB0219672	DDB0233647	02-MAY-06
DDB_G0291059	DDB0219634	DDB0233646	02-MAY-06
DDB_G0284321	DDB0218594	DDB0233645	02-MAY-06
DDB_G0286507	DDB0218826	DDB0233644	02-MAY-06
gacV	DDB0191981	DDB0233640	01-MAY-06
DDB_G0292422	DDB0184371	DDB0233639	01-MAY-06
DDB_G0287863	DDB0215928	DDB0233636	28-APR-06
tmem184F	DDB0218597	DDB0233635	28-APR-06
tmem184F	DDB0218597	DDB0233634	28-APR-06
sigN12	DDB0168490	DDB0233633	28-APR-06
DDB_G0287385	DDB0187461	DDB0233632	28-APR-06
DDB_G0279699	DDB0205993	DDB0233630	26-APR-06
DDB_G0275017	DDB0167422	DDB0233629	26-APR-06
DDB_G0279851	DDB0206328	DDB0233628	26-APR-06
docC	DDB0184155	DDB0233627	26-APR-06
docB	DDB0191032	DDB0233626	26-APR-06
docD	DDB0218629	DDB0233625	26-APR-06
zizD	DDB0190104	DDB0233624	26-APR-06
zizA	DDB0167384	DDB0233623	26-APR-06
zizB	DDB0191767	DDB0233622	26-APR-06
zizC	DDB0217599	DDB0233621	26-APR-06
magoh	DDB0216654	DDB0233620	26-APR-06
DDB_G0273101	DDB0168059	DDB0233619	25-APR-06
DDB_G0290369	DDB0219551	DDB0233618	25-APR-06
sec7	DDB0168842	DDB0233617	25-APR-06
rbm8A	DDB0218780	DDB0233616	25-APR-06
srrm1	DDB0186969	DDB0233615	24-APR-06
DDB_G0277595	DDB0169293	DDB0233611	24-APR-06
DDB_G0278789	DDB0206193	DDB0233610	24-APR-06
DDB_G0274459	DDB0167663	DDB0233609	24-APR-06
DDB_G0282313	DDB0204173	DDB0233608	24-APR-06
dnaja1	DDB0183987	DDB0233607	24-APR-06
DDB_G0269070	DDB0216623	DDB0233606	24-APR-06
DDB_G0288639	DDB0219363	DDB0233605	24-APR-06
dnajc3	DDB0186884	DDB0233602	21-APR-06
DDB_G0293636	DDB0192063	DDB0233601	21-APR-06
DDB_G0277369	DDB0217962	DDB0233600	21-APR-06
syn5	DDB0217989	DDB0233599	21-APR-06
ctnnbl1	DDB0184564	DDB0233598	21-APR-06
syn16B	DDB0167091	DDB0233597	21-APR-06
DDB_G0290771	DDB0219603	DDB0233595	21-APR-06
syn16A	DDB0217821	DDB0233594	21-APR-06
syf2	DDB0186077	DDB0233593	21-APR-06
DDB_G0292464	DDB0184414	DDB0233592	21-APR-06
DDB_G0279241	DDB0205671	DDB0233591	21-APR-06
syn1B	DDB0201760	DDB0233590	20-APR-06
syn1A	DDB0219427	DDB0233589	20-APR-06
DDB_G0283011	DDB0185321	DDB0233588	20-APR-06
nog1	DDB0186513	DDB0233587	20-APR-06
DDB_G0286641	DDB0187067	DDB0233586	20-APR-06
cwc15-1	DDB0217140	DDB0233585	20-APR-06
DDB_G0287303	DDB0187404	DDB0233584	20-APR-06
isy1	DDB0186544	DDB0233583	20-APR-06
DDB_G0288089	DDB0187778	DDB0233582	19-APR-06
sigN1	DDB0168225	DDB0233581	19-APR-06
sigN5	DDB0217092	DDB0233579	19-APR-06
sigN4	DDB0168226	DDB0233578	19-APR-06
sigN2	DDB0217093	DDB0233577	19-APR-06
mfap1	DDB0205273	DDB0233575	19-APR-06
bud13	DDB0188062	DDB0233571	18-APR-06
thoc7	DDB0203548	DDB0233570	18-APR-06
DDB_G0269578	DDB0190374	DDB0233569	18-APR-06
DDB_G0279317	DDB0205717	DDB0233566	14-APR-06
DDB_G0267796	DDB0189551	DDB0233565	14-APR-06
DDB_G0269370	DDB0190212	DDB0233564	13-APR-06
stip-1	DDB0167968	DDB0233563	13-APR-06
thoc1	DDB0202446	DDB0233560	13-APR-06
DDB_G0277729	DDB0169360	DDB0233559	13-APR-06
thoc2	DDB0219636	DDB0233558	13-APR-06
DDB_G0277813	DDB0218037	DDB0233557	13-APR-06
DDB_G0277753	DDB0169387	DDB0233556	13-APR-06
